property_type,neighbourhood,estimated_job_size_sqft,requested_timeline,referral_source,homeowner_status,preferred_contact,lead_capture_weather,distance_to_queens_km,customer_age_bracket,has_pets,lead_weekday,lead_month_sin,lead_month_cos
Detached,West End,2056.0,1-2 weeks,Lawn Signs,Recently Purchased,Phone Call,Sunny,7.06,35-44,True,Thursday,0.8660254037844386,0.5000000000000001
Detached,Strathcona Park,1552.0,1-2 weeks,Facebook Ads,Own,SMS,Sunny,4.59,35-44,True,Monday,0.49999999999999994,0.8660254037844387
Detached,West End,2586.0,1 month,Door-to-Door,Own,Email,Rain,2.88,18-24,True,Tuesday,0.8660254037844386,0.5000000000000001
Apartment,West End,187.0,1-2 weeks,Door-to-Door,Own,Email,Rain,5.61,55-64,True,Thursday,-2.4492935982947064e-16,1.0
Detached,Sydenham Ward,2756.0,1 month,Door-to-Door,Rent,Email,Cloudy,5.04,55-64,False,Tuesday,0.8660254037844386,0.5000000000000001
Detached,Sydenham Ward,595.0,ASAP,Word of Mouth/Referral,Own,SMS,Rain,2.41,55-64,False,Saturday,-2.4492935982947064e-16,1.0
Detached,Calvin Park,1641.0,Flexible,Facebook Ads,Own,SMS,Sunny,3.68,25-34,False,Tuesday,-2.4492935982947064e-16,1.0
Apartment,Strathcona Park,518.0,Flexible,Door-to-Door,Recently Purchased,Phone Call,Sunny,0.2,65+,False,Saturday,0.8660254037844386,0.5000000000000001
Heritage Home,Downtown,1537.0,1 month,Word of Mouth/Referral,Own,SMS,Sunny,2.61,55-64,True,Friday,-2.4492935982947064e-16,1.0
Apartment,Calvin Park,396.0,1-2 weeks,Facebook Ads,Rent,SMS,Sunny,2.55,35-44,False,Saturday,0.49999999999999994,0.8660254037844387
Townhouse,West End,598.0,Flexible,Facebook Ads,Own,SMS,Rain,6.42,25-34,False,Sunday,0.8660254037844386,0.5000000000000001
Apartment,Strathcona Park,428.0,1 month,Facebook Ads,Recently Purchased,SMS,Cloudy,9.76,35-44,True,Thursday,-2.4492935982947064e-16,1.0
Apartment,West End,791.0,1-2 weeks,Facebook Ads,Own,Email,Cloudy,2.25,35-44,True,Wednesday,-2.4492935982947064e-16,1.0
Townhouse,Strathcona Park,1156.0,1 month,Facebook Ads,Own,Phone Call,Windy,0.2,55-64,False,Monday,0.8660254037844386,0.5000000000000001
Detached,Sydenham Ward,1233.0,ASAP,Door-to-Door,Own,Phone Call,Snow,5.32,45-54,True,Thursday,-2.4492935982947064e-16,1.0
Heritage Home,Downtown,2013.0,Flexible,Word of Mouth/Referral,Recently Purchased,SMS,Sunny,1.39,25-34,False,Tuesday,-2.4492935982947064e-16,1.0
Detached,Downtown,1680.0,Flexible,Door-to-Door,Own,Phone Call,Sunny,2.99,65+,True,Monday,1.0,6.123233995736766e-17
Semi-Detached,Sydenham Ward,2202.0,1 month,Facebook Ads,Rent,Email,Rain,4.7,25-34,False,Thursday,-2.4492935982947064e-16,1.0
Heritage Home,West End,2593.0,ASAP,Word of Mouth/Referral,Own,Phone Call,Rain,0.31,35-44,False,Friday,0.8660254037844386,0.5000000000000001
Townhouse,West End,1331.0,Flexible,Facebook Ads,Own,Email,Sunny,0.48,35-44,True,Saturday,0.8660254037844386,0.5000000000000001
